tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,time
-16.6,-19.7,-13.4,5.3,330,30,27.8,65,1028.4,,12-01-2020
-14.8,-18.7,-10.4,0,330,64,8.8,,1031.2,,13-01-2020
-11.8,-18.1,-5.5,2.2,330,110,12.7,,1022.8,,14-01-2020
-3.3,-6,-2.5,1.6,340,273,7.8,,1019.2,,15-01-2020
-12.7,-20,-4.2,0.2,340,350,17,41,1028.6,,16-01-2020
-20.5,-25.2,-15.7,0,370,292,7.6,,1045.3,,17-01-2020
-14.8,-17.5,-12,9.4,340,88,21.9,48,1019.5,,18-01-2020
-15.6,-21.1,-10.1,0.8,420,359,21.3,46,1017.6,,19-01-2020
-15.9,-22.4,-9.3,0,420,286,11,,1031.9,,20-01-2020
-10.2,-17.5,-2.9,0,420,235,20,48,1027,,21-01-2020
-2.3,-4.5,-0.1,0.4,420,216,30.2,59,1019,,22-01-2020
-1,-1.5,-0.4,1.6,330,163,12.5,37,1023.9,,23-01-2020
-0.1,-1.4,1.3,1.2,340,72,18.9,32,1024.5,,24-01-2020
-0.1,-0.6,0.5,11.4,320,119,16.6,35,1011.7,,25-01-2020
-1.5,-3.9,1,7.4,380,286,11.3,37,1003.3,,26-01-2020
-4,-5,-3,0,430,347,19.4,39,1010.3,,27-01-2020
-9.2,-13.4,-4.9,0,420,8,15.2,,1017.5,,28-01-2020
-12.6,-16.2,-8.9,0,420,33,12.6,32,1027,,29-01-2020
-12.7,-18.1,-7.3,0,420,73,8.1,,1027.5,,30-01-2020
-8,-12.4,-3.6,1,420,155,10.5,,1023.2,,31-01-2020
-2.1,-3.7,-0.4,4.4,390,190,22.3,41,1008.9,,01-02-2020
-2.4,-4.5,-0.2,2,400,201,11.2,,997,,02-02-2020
-1.2,-2.8,0.4,0,400,253,13,39,1006.9,,03-02-2020
-9.3,-16.5,-2.1,0,380,303,15.5,41,1013.8,,04-02-2020
-13.9,-20.2,-7.5,0,380,230,13.1,37,1021.1,,05-02-2020
-8.2,-11.7,-4.7,1.8,380,83,13.3,45,1008.2,,06-02-2020
-17.4,-23,-11.7,0.3,410,11,27.3,52,1007.4,,07-02-2020
-21.9,-28.1,-15.6,0,410,295,9.6,,1024.5,,08-02-2020
-10.2,-17.9,-2.4,2.8,400,172,16.8,54,1023.3,,09-02-2020
-6.7,-10.7,-2.6,1.6,450,316,11,,1017.7,,10-02-2020
-4.9,-8.2,-2.7,0,530,222,17,38,1012.9,,11-02-2020
-8.7,-16.6,-0.8,0.4,430,217,25.3,55,1012,,12-02-2020
-22.3,-28,-16.6,1.6,340,6,23.8,52,1019.2,,13-02-2020
-20.5,-30.6,-10.4,0,420,219,12.4,35,1031,,14-02-2020
-7.2,-10.3,-4,3,420,208,34.3,71,1017.5,,15-02-2020
-10.6,-17.1,-4.1,0,390,283,15.7,42,1015.1,,16-02-2020
-14.5,-21.7,-7.3,0,440,154,9.8,,1027.1,,17-02-2020
-7.1,-10.9,-3.3,18.2,480,19,17.4,58,1011.8,,18-02-2020
-14.6,-20.1,-9,1.1,660,308,14.4,42,1027.8,,19-02-2020
-19.2,-26.4,-11.9,0,670,260,12.8,33,1034.4,,20-02-2020
-7.6,-13.6,-1.5,0,650,223,27.8,65,1021.7,,21-02-2020
-2,-6.7,2.8,0,630,223,20.1,42,1015.7,,22-02-2020
-2,-8.7,4.7,0,600,195,18.5,46,1011,,23-02-2020
0,-4.8,4.8,0,550,262,12.5,37,1011.1,,24-02-2020
-4.8,-9.6,0,0,550,16,21.6,39,1020.4,,25-02-2020
-11.8,-15,-8.5,4,520,26,30,54,1020.6,,26-02-2020
-13.5,-16,-11,12.6,290,326,27.6,50,1002.6,,27-02-2020
-17.1,-21.2,-13,2.2,340,313,19,42,1005.9,,28-02-2020
-13.9,-21.1,-6.6,0.2,360,288,10.2,,1015.1,,29-02-2020
-8.2,-16.9,-1.3,0,360,192,14.9,41,1015.2,,01-03-2020
-1.4,-5.8,3.9,0,360,223,15.8,37,1001.8,,02-03-2020
-5.1,-10.3,0.1,0.2,260,180,9.1,,1001.9,,03-03-2020
-2.1,-5.8,1.7,0,270,250,11.1,32,1005.2,,04-03-2020
-3.7,-6.5,-0.8,8.2,270,272,10.7,39,1018.3,,05-03-2020
-9.6,-15.2,-3.9,4.6,350,22,27.2,50,1025.3,,06-03-2020
-10.2,-19.1,-1.2,0,570,228,15.7,41,1030.6,,07-03-2020
-0.4,-6.8,6,0,330,171,14.9,37,1021.2,,08-03-2020
2.8,-0.5,6.1,14.2,220,179,14.7,,1015.5,,09-03-2020
-3,-9.7,3.8,6.4,220,329,17.8,54,1016.1,,10-03-2020
-6.2,-11,-1.3,0.8,220,134,12.4,,1021.2,,11-03-2020
0.5,-2.2,3.2,0,190,157,14.7,35,1014.3,,12-03-2020
1.1,-1.4,2.8,11.4,180,237,30.5,76,1002.8,,13-03-2020
-4.1,-9.2,1,0,180,327,22.1,46,1029.3,,14-03-2020
-8.7,-14.3,-4,0,180,39,17,35,1041.8,,15-03-2020
-6.5,-12,-0.9,0.2,180,159,20.2,41,1029.4,,16-03-2020
-2.2,-6.8,2.4,1.4,180,254,21,55,1015.7,,17-03-2020
-4.7,-9.2,-0.2,0,180,197,10.5,32,1028.6,,18-03-2020
0.4,-5.3,6,7.2,170,99,12.6,33,1021.9,,19-03-2020
-3.8,-12.3,2.3,4.6,120,3,24.7,65,1011.6,,20-03-2020
-12,-19.5,-4.4,0,140,343,9.3,,1037.5,,21-03-2020
-8.8,-16.2,-1.4,0,100,121,11,,1038.2,,22-03-2020
-2.8,-7.7,2.2,0,90,177,12.3,,1023.5,,23-03-2020
-0.8,-6.3,4.2,0,90,234,8.8,,1022.1,,24-03-2020
0.6,-3.4,3.9,0.2,90,181,18,37,1015.4,,25-03-2020
-3,-6.5,0.5,5.7,120,29,15,39,1011.9,,26-03-2020
-2.6,-9.3,3.7,0,130,48,8,,1018,,27-03-2020
1.7,-4,6.5,0,100,86,11.9,33,1017,,28-03-2020
2.7,1.4,3.9,9,70,98,21.3,59,1005.2,,29-03-2020
2,0.5,3.5,0,50,25,20.7,50,1010.4,,30-03-2020
2.1,0.4,3.8,0,50,30,21,39,1020.5,,31-03-2020
3,-2.6,8.5,0,50,21,14.3,35,1017.1,,01-04-2020
2.5,-2.7,7.6,0,10,353,15.9,41,1018.3,,02-04-2020
3.9,-0.3,8.1,0,270,32,16.4,39,1019.7,,03-04-2020
4.8,0,9.5,2.8,240,250,8.1,,1017.4,,04-04-2020
3.9,-0.2,7.9,0,190,308,12.8,32,1019.4,,05-04-2020
2.8,-3.9,9.5,0,160,261,10.7,35,1018,,06-04-2020
3.6,-3.3,10.4,0,110,175,12.6,33,1011.7,,07-04-2020
3.9,1.4,6.4,2.8,60,139,11,35,1003,,08-04-2020
1.1,-1.4,3.9,0,0,288,22,55,994.5,,09-04-2020
-0.5,-3.3,3.3,0,10,343,25.3,54,1003.8,,10-04-2020
0.4,-6.2,6.9,0,,258,14.5,41,1011,,11-04-2020
3.6,-2.4,9.5,1.4,,127,12.7,33,1010.4,,12-04-2020
1.9,-3.9,7.7,9.1,,169,24.9,67,995.2,,13-04-2020
-1.9,-6.4,2.6,2.1,0,247,19.8,52,1012.6,,14-04-2020
-4.9,-10.2,0.4,0.4,20,261,11,37,1013.6,,15-04-2020
-2.8,-8.3,2.8,0.3,0,265,18.1,55,1017.1,,16-04-2020
-1.4,-8,5.3,0,,237,16.2,45,1016.7,,17-04-2020
2.2,-4.3,8.7,0,,215,21.5,59,1007.4,,18-04-2020
-0.6,-5.9,4.8,0.2,,315,17.3,41,1003.8,,19-04-2020
-1,-7.5,5.6,1.4,10,162,23.8,58,1004.7,,20-04-2020
-4,-7.9,0,2.6,20,295,24.9,63,998.2,,21-04-2020
-5.1,-11.4,1.3,0,0,316,17.4,45,1014.6,,22-04-2020
-0.9,-9,5.3,0,,43,10.1,,1016.4,,23-04-2020
3.4,-3.6,10.1,0,,48,14.2,37,1014.1,,24-04-2020
5.7,-3.4,14.7,0,,183,10,33,1017.9,,25-04-2020
6.6,1,12.2,0,,25,24.6,50,1020.8,,26-04-2020
5.9,-2,13.7,0,,56,12.7,,1020.8,,27-04-2020
6.1,-0.8,12.9,0,,139,12.7,42,1017.9,,28-04-2020
6.7,4.2,9.2,32.3,,85,25.2,67,1013.9,,29-04-2020
6.4,2.5,10.3,20.3,,52,16.4,42,1004.5,,30-04-2020
10.3,1.8,18.7,0,,332,16.3,39,1011.5,,01-05-2020
8.8,3.6,13.9,1.2,,195,12,39,1010.7,,02-05-2020
5.7,0.5,10.8,0,,288,17.9,48,1006.6,,03-05-2020
1.8,-3.7,7.2,0,,359,22.6,48,1018.3,,04-05-2020
2.6,-4.7,9.8,0,,29,16,37,1019.6,,05-05-2020
5.8,-2.5,14.1,0.2,,7,10.6,50,1014.6,,06-05-2020
0.5,-3.8,4.8,6.4,10,21,18.9,48,1011,,07-05-2020
-3.9,-5.8,-1.9,6.2,100,339,19,45,1013.1,,08-05-2020
-1.4,-4.8,2.2,0,80,309,17.5,37,1013.2,,09-05-2020
1.3,-2.2,5.3,0,30,313,13.7,39,1014.2,,10-05-2020
0.7,-4.1,5.4,0,,357,16.6,33,1016.5,,11-05-2020
1.4,-5.2,8,0,,331,11.6,42,1018.3,,12-05-2020
5.1,-3.8,13.9,0,,267,12.9,42,1025.1,,13-05-2020
5.7,0.2,11.1,4.8,,155,12.8,33,1018.8,,14-05-2020
11,6.2,15.8,0.4,,305,9.8,42,1011.4,,15-05-2020
8.2,4.1,12.3,0,,28,14.9,32,1023.7,,16-05-2020
11.7,3.2,19.8,0,,58,14.1,37,1024.6,,17-05-2020
12.6,8,17.2,0,,49,25.6,52,1024,,18-05-2020
13.2,7.5,18.8,0,,76,19,35,1026.4,,19-05-2020
15.6,7.1,22.8,0,,167,14.8,42,1026.2,,20-05-2020
16.3,6.7,25.9,0,,210,14.8,41,1022.6,,21-05-2020
18.2,7,29.4,0,,251,9.6,,1017.1,,22-05-2020
21.4,12.5,30.2,0,,88,14,32,1016.3,,23-05-2020
18.3,15.5,21.1,9.4,,143,14.5,37,1015.2,,24-05-2020
20.7,15.4,26,0,,234,10.3,33,1014.6,,25-05-2020
23.5,16.5,30.4,0,,196,17,50,1015.8,,26-05-2020
24.3,16.8,31.7,0,,200,17.8,52,1014.8,,27-05-2020
21,16.9,25,2.2,,185,18.2,46,1010.7,,28-05-2020
13,9,16.9,3.1,,316,14.2,33,1008.3,,29-05-2020
7,2.4,11.5,5,,352,14.8,48,1015.5,,30-05-2020
6.1,1.3,10.9,1.2,,283,11.4,33,1022.6,,31-05-2020
13.6,4.1,23,0.2,,244,15.1,48,1017.7,,01-06-2020
14.7,10.8,18.6,9,,180,13.2,,1008.6,,02-06-2020
18,12.1,23.8,0.8,,325,13.5,50,1003.4,,03-06-2020
16.1,7.8,24.4,0,,304,11.7,32,1007.3,,04-06-2020
18.1,11.1,25.1,0,,265,10.2,35,1008.8,,05-06-2020
13.2,7.5,18.9,0,,352,18.6,50,1014.1,,06-06-2020
11.7,5.1,18.2,0,,26,15.3,35,1020.8,,07-06-2020
14.7,7,22.3,0,,175,14.3,41,1017.5,,08-06-2020
17.4,13,22.9,0,,50,13.3,37,1011.4,,09-06-2020
19.3,15.7,26.2,6.6,,160,28.8,76,1000.7,,10-06-2020
11,4.6,17.4,1,,230,27.4,63,1004.4,,11-06-2020
8.3,2.8,13.7,0,,309,18.4,46,1020.5,,12-06-2020
10.9,2,18,0,,15,13.2,45,1028.2,,13-06-2020
12.9,5.2,20.6,0,,45,12.4,32,1031.3,,14-06-2020
15.6,7.5,23.7,0,,235,9.5,33,1030.4,,15-06-2020
16.7,8.4,24.9,0,,214,14.5,39,1027.1,,16-06-2020
20,11.5,28.2,0,,222,13,37,1022.4,,17-06-2020
20.5,11.7,29.2,0,,225,12,35,1018.2,,18-06-2020
21.5,12.8,30.2,0,,225,10.5,32,1015.4,,19-06-2020
23.6,15.7,30,0,,247,13.2,33,1013.8,,20-06-2020
22.6,17.4,27.7,0,,205,14.8,41,1010,,21-06-2020
22.7,16.3,29.1,0,,231,11.8,33,1009.8,,22-06-2020
18.1,13.1,23.1,40,,161,13,42,1001.2,,23-06-2020
11.6,10,13.1,16.6,,292,15.3,39,999.2,,24-06-2020
17.1,10.9,23.2,1.2,,240,18,46,1006.6,,25-06-2020
19.6,13,26.9,0.6,,234,15.5,46,1008,,26-06-2020
19.9,14.8,25,9.4,,240,9.7,35,1003.1,,27-06-2020
21.7,16,27.3,0,,3,12.5,32,1008.1,,28-06-2020
22.7,15.6,29.8,0,,38,9.7,,1013.8,,29-06-2020
23.4,17.3,29.4,0,,78,9.3,,1015.8,,30-06-2020
23.5,15.6,31.4,0,,306,7.4,,1013.9,,01-07-2020
25.7,17.9,33.5,0,,331,12.3,33,1012.1,,02-07-2020
23.4,17.1,29.6,0,,6,14.6,39,1014.5,,03-07-2020
21.8,14.3,29.3,10.1,,297,10.7,39,1016.3,,04-07-2020
22.5,16.1,28.8,2.1,,323,10,45,1014.4,,05-07-2020
23.2,15.9,30.4,0,,191,10.3,37,1015.4,,06-07-2020
23.3,18,28.5,40.5,,209,13,74,1011.7,,07-07-2020
24,17.4,30.6,0,,269,9.3,,1011.4,,08-07-2020
24.8,18.1,31.4,0,,223,13.6,41,1011.2,,09-07-2020
25.8,20.6,31,30.2,,197,13.2,59,1008.1,,10-07-2020
21.1,19,24.9,12.7,,334,12.2,33,1003.7,,11-07-2020
18.1,14.4,21.8,0,,340,14,32,1007.1,,12-07-2020
16.2,13.1,19.2,0.4,,346,12.8,37,1012.4,,13-07-2020
19,11.7,26.3,0,,225,8.6,,1017,,14-07-2020
20.3,16.5,24.1,18.4,,167,18,46,1017.4,,15-07-2020
20.9,17.2,24.6,9,,120,8.3,,1015.6,,16-07-2020
21.6,15.2,28,0,,239,14.5,45,1014.6,,17-07-2020
20.7,15.5,25.8,13,,214,15.8,48,1013.1,,18-07-2020
20.8,17.9,24.1,4.8,,202,17.5,48,1003.5,,19-07-2020
16.5,13,19.9,0,,291,13.7,37,1010,,20-07-2020
17.1,11.6,22.5,0,,292,6,,1017.6,,21-07-2020
17.5,14.5,20.4,2.8,,38,11.6,42,1015.4,,22-07-2020
19.4,13.4,25.4,0,,35,11.1,,1018.3,,23-07-2020
20.7,13.6,27.7,0,,246,8.8,,1020.1,,24-07-2020
21,13.8,28.2,0,,228,16.3,45,1016.3,,25-07-2020
23.2,19.3,26.3,1.4,,233,13.8,35,1009.8,,26-07-2020
22.5,16.8,28.2,4.6,,240,13.9,42,1004.2,,27-07-2020
19.1,14.3,25,5.8,,249,13.9,46,1006.2,,28-07-2020
19.5,14.8,24.2,0.2,,271,9.3,,1009,,29-07-2020
19.2,15.3,24.2,0,,347,11.2,32,1012.3,,30-07-2020
20.5,14.6,26.4,0,,17,11.3,,1014.1,,31-07-2020
21.7,15,28.3,0,,298,6.5,,1013.2,,01-08-2020
16.8,12.3,21.3,9.4,,22,15.4,48,1009.2,,02-08-2020
13.4,10.2,16.5,1.8,,23,16.9,39,1016.7,,03-08-2020
14.2,12.9,15.9,1,,20,21.8,41,1015.6,,04-08-2020
14.3,10.4,18.1,2.4,,279,14,39,1013.8,,05-08-2020
16.8,8.7,24.9,0,,227,10.8,35,1018.7,,06-08-2020
19.5,12.1,26.8,0,,247,7.9,,1020.1,,07-08-2020
19.7,12.9,26.4,2.4,,215,14.9,41,1019.1,,08-08-2020
22,17.1,26.9,0.6,,232,11.4,,1014.2,,09-08-2020
24,18.5,29.4,7.6,,207,18.9,46,1010.3,,10-08-2020
20.6,14.8,26.3,11,,262,11.7,35,1008.8,,11-08-2020
21.3,14,28.5,0,,267,8,,1016,,12-08-2020
22.1,17,27.1,0,,105,8.5,,1020.8,,13-08-2020
22.2,15.9,28.5,0,,100,9.3,,1020.1,,14-08-2020
21.3,15.6,27,0,,141,12.5,32,1015.8,,15-08-2020
17.4,13.3,21.5,3.9,,224,8.1,45,1012.6,,16-08-2020
16.9,11.3,22.4,2,,288,8.1,58,1011.4,,17-08-2020
14,11.1,18.8,1.4,,348,12.5,35,1013.9,,18-08-2020
13.9,7.3,20.4,0,,315,8.8,,1017.3,,19-08-2020
16.8,12.8,20.7,11,,194,12.5,35,1011.9,,20-08-2020
17.8,12.7,21.7,0,,42,8.2,,1011.9,,21-08-2020
19.7,14.9,24.4,0.3,,244,9.8,45,1012.7,,22-08-2020
19.3,17.4,21.2,18.8,,107,10.6,46,1014,,23-08-2020
21.5,17.2,25.7,0.4,,242,11.4,37,1011.5,,24-08-2020
12.8,6.4,19.1,0,,347,16.9,42,1014.4,,25-08-2020
10.6,4.9,16.3,0,,20,6,,1016.8,,26-08-2020
14.6,12.3,16.8,16.4,,47,13.5,,1007.1,,27-08-2020
16.2,12.7,19.6,2.8,,23,7.8,,1010.4,,28-08-2020
14.4,13.4,17,20.5,,29,11.8,,1000.7,,29-08-2020
14.1,9.7,18.5,0,,356,11.1,,1011.2,,30-08-2020
15.2,9.8,20.7,0,,138,18,46,1014.3,,31-08-2020
17.6,13.8,22.1,0,,196,14.5,33,1010.7,,01-09-2020
15.2,9.3,21,15.5,,257,14,50,1003.6,,02-09-2020
15.6,7.6,23.6,6.2,,214,22.7,72,1003.3,,03-09-2020
12.2,6.6,17.7,0,,252,18.9,50,1009.5,,04-09-2020
11.9,5.8,17.9,1.4,,264,10.9,37,1017.9,,05-09-2020
11.7,4.7,18.1,14.6,,210,15.9,59,1017.9,,06-09-2020
12.2,6.6,17.8,0.9,,233,23,61,1005.3,,07-09-2020
8.2,4.9,11.4,0,,356,6.5,,1022.5,,08-09-2020
9.6,8.2,10.9,9.1,,55,12.3,33,1028.1,,09-09-2020
7.5,4.3,10.7,8,,12,13.1,41,1028.7,,10-09-2020
10.2,2.5,17.8,0,,258,7.8,,1028.6,,11-09-2020
10.5,7.4,13.6,0.9,,159,11.3,32,1021.3,,12-09-2020
12.6,6,19.1,9.3,,240,20.3,50,1009.2,,13-09-2020
7.8,2.4,13.2,0,,343,10.8,41,1027.1,,14-09-2020
9.6,3.9,15.3,15.6,,176,17.3,48,1021.8,,15-09-2020
11.4,5.9,16.8,0.2,,249,17,37,1010.5,,16-09-2020
5.9,-0.4,12.2,0,,338,9.8,,1021.3,,17-09-2020
5.5,0.2,10.8,0,,10,12.4,35,1027.1,,18-09-2020
5.8,-0.6,12.1,0,,287,7.8,,1029.9,,19-09-2020
9.2,2.8,15.5,0,,171,17,39,1033.6,,20-09-2020
11.5,5.5,17.4,0,,181,18.7,41,1030.9,,21-09-2020
15,8.1,21.8,0,,207,18.2,41,1018.9,,22-09-2020
15.9,7.9,23.8,0,,284,9.8,32,1012.7,,23-09-2020
10.6,6.3,14.8,0,,44,15.4,42,1015.1,,24-09-2020
13.9,6.5,21.3,2.8,,139,15.3,33,1015.5,,25-09-2020
17.2,13.7,20.7,7.3,,187,22.2,42,1008.5,,26-09-2020
17.1,12.5,21.6,0,,203,24.3,54,1002.6,,27-09-2020
12.9,11.5,14.3,15.3,,49,11,41,1004.3,,28-09-2020
12.1,8.5,15.7,0.7,,223,19,46,1003.9,,29-09-2020
10.4,6.6,14.1,1.1,,211,9.5,33,997.9,,30-09-2020
5.5,2.4,8.5,0.5,,338,13.7,35,1008.8,,01-10-2020
4.6,2.1,7,0,,357,14,39,1019.1,,02-10-2020
4.9,1.4,8.3,0,,9,8.1,,1022.7,,03-10-2020
4.6,1.8,7.4,0,,58,9.9,,1022.9,,04-10-2020
5.7,-0.7,12.1,0,,222,16.3,46,1019.4,,05-10-2020
11.8,8.5,15,0.9,,206,19.8,41,1006.8,,06-10-2020
5.8,0.3,11.2,2.2,,283,20.3,54,1002.8,,07-10-2020
5.1,0.4,9.8,0,,306,7.2,,1017.8,,08-10-2020
6.8,-0.1,13.7,0.3,,206,13.7,50,1014.4,,09-10-2020
9.9,2.8,14.3,0,,301,19.6,58,1008,,10-10-2020
3.8,-0.6,9.8,0,,77,15.9,33,1024.7,,11-10-2020
7.8,0.7,14.8,6.3,,124,20.5,54,1014.7,,12-10-2020
10.5,5.9,15,9.3,,225,20.2,50,1009.1,,13-10-2020
8.1,2.4,13.8,3.6,,220,14.6,45,1009.7,,14-10-2020
6.4,1.1,11.7,1.2,,220,23,67,1000.9,,15-10-2020
2.5,-2.2,7.1,3.1,0,228,11.5,59,1017.3,,16-10-2020
3.7,-1.1,8.4,0,,176,18.3,59,1020.3,,17-10-2020
5.7,0.7,8.8,14.5,,224,24.3,67,1016.6,,18-10-2020
1.2,-3.2,5.6,0,,170,8.7,,1024.7,,19-10-2020
2.3,-0.8,5.3,0,,1,11.7,32,1026.1,,20-10-2020
3.9,0.2,7.6,4.4,,320,15.6,39,1018.4,,21-10-2020
3.3,0.3,6.3,19,,294,9.3,45,1024.8,,22-10-2020
1.7,-0.2,3.5,25.1,,32,23.5,42,1012.5,,23-10-2020
-1.3,-4.1,1.5,0,0,341,14.3,39,1022.2,,24-10-2020
-1.2,-3.9,1.5,0.6,10,138,10,,1026.7,,25-10-2020
-2.7,-5.5,0.2,3.4,30,102,13.6,,1023,,26-10-2020
-3.2,-6.7,0.4,0,20,148,10.3,,1024.3,,27-10-2020
2.1,0.3,3.8,0,20,224,16.6,41,1011.9,,28-10-2020
-3.1,-7.1,0.9,0.5,10,23,21.5,50,1016.8,,29-10-2020
-5,-9.1,-0.9,0,,11,13.5,33,1023.6,,30-10-2020
-2.4,-8.6,3.8,1.3,,194,19.4,61,1024.8,,31-10-2020
-0.2,-6.2,5.8,20.5,20,254,28.8,76,1003.6,,01-11-2020
-3.3,-8.5,1.9,1,20,281,21.2,55,1012.1,,02-11-2020
-4.2,-6.6,-1.7,0.3,20,52,15.4,50,1017.8,,03-11-2020
5.3,-3.3,13.9,0,,169,17.3,42,1015.6,,04-11-2020
8.3,1.5,15.1,0,,199,14,33,1015.9,,05-11-2020
8.6,1.3,15.8,0,,210,13.6,45,1016.4,,06-11-2020
10.8,4.4,17.2,0,,198,14.8,37,1017.6,,07-11-2020
11.9,5.4,18.3,0,,187,15.8,37,1023.3,,08-11-2020
15.6,11,20.1,0,,187,22.4,54,1018.9,,09-11-2020
16.3,13.8,18.8,4.4,,192,26.1,65,1008,,10-11-2020
7.5,0.4,14.5,4.7,,235,28.5,65,1007.1,,11-11-2020
3.4,-2.4,9.1,0,,206,17.2,42,1018.8,,12-11-2020
1,-1.4,3.4,6.4,,192,15.7,46,1014.8,,13-11-2020
0.2,-3.4,3.7,0,,215,13.9,39,1020.3,,14-11-2020
3.7,-0.4,7.7,29,,163,29.4,71,994.6,,15-11-2020
-0.7,-3.3,1.9,1.6,0,264,20.2,45,1004.7,,16-11-2020
-6.8,-10.4,-3.1,0.6,10,324,20.3,52,1021.5,,17-11-2020
-6.3,-10.5,-2.1,0,10,220,13.3,41,1031.8,,18-11-2020
3.4,-2.1,8.9,0,,194,22.7,46,1013.3,,19-11-2020
4.3,-0.4,9,0.2,,250,13.8,58,1016.1,,20-11-2020
-3,-5.6,-0.3,0,,350,11,33,1033,,21-11-2020
-3.4,-5.4,-1.4,0,,116,9.2,,1028.2,,22-11-2020
-5.8,-11.7,0.1,0.5,10,312,13.5,45,1021.4,,23-11-2020
-8.8,-12.5,-5.1,2.3,0,90,15.2,32,1030,,24-11-2020
-2.5,-5,0.1,1.5,40,117,15.1,35,1017.2,,25-11-2020
1.3,0,2.5,0.8,30,163,12.3,,1011.6,,26-11-2020
1.3,-0.2,2.8,0,10,250,7.5,33,1015.3,,27-11-2020
-0.1,-2.9,2.8,0.2,0,229,11.3,39,1012.4,,28-11-2020
1.9,-1.9,5.6,0,,173,12.6,,1011.3,,29-11-2020
-1.5,-5.3,2.4,0,0,359,27.6,65,1010,,30-11-2020
-4.6,-6.3,-2.9,0,0,1,38.1,80,1007.5,,01-12-2020
-3.1,-8.1,1.9,0,0,300,21.5,50,1012.3,,02-12-2020
-0.9,-2.5,0.8,0,10,239,15.8,48,1010.2,,03-12-2020
-3.5,-7.2,0.2,2.6,10,346,14.9,55,1010,,04-12-2020
-5.6,-8,-3.1,0,40,5,17.3,35,1021.1,,05-12-2020
-7.9,-10.7,-4.8,0,,359,10.7,,1020.1,,06-12-2020
-7.9,-10.4,-3.4,0,0,351,16.4,33,1017.9,,07-12-2020
-7.3,-14.1,-0.4,0.2,0,256,14.3,35,1012.6,,08-12-2020
-0.2,-1,0.6,0.6,10,282,11.3,32,1004,,09-12-2020
-0.3,-1.6,1.1,0,10,227,11.3,,1016,,10-12-2020
-1.7,-5.1,1.7,0,10,37,17.5,37,1017.8,,11-12-2020
-7.2,-9.1,-5.2,22.6,20,38,35.7,67,1017.3,,12-12-2020
-10.7,-13.3,-8.1,0.2,190,295,16.7,50,1016.3,,13-12-2020
-8.4,-13.8,-3,1.1,190,253,19.6,52,1014.8,,14-12-2020
-16.7,-19.8,-13.6,0,190,315,10.1,,1031.6,,15-12-2020
-16.7,-19.9,-13.4,0,190,76,16.1,33,1031.1,,16-12-2020
-13.7,-18.2,-9.1,0,80,48,17.5,,1026.2,,17-12-2020
-10.5,-17.1,-3.9,0,80,112,13.9,35,1028.9,,18-12-2020
-1.2,-4.8,0,2.5,180,164,18.8,39,1018.9,,19-12-2020
0.1,-0.7,0.8,4,150,181,17.3,39,1008.1,,20-12-2020
-1.4,-2.6,-0.2,0.6,200,229,8.9,,1004.4,,21-12-2020
-6.2,-10.3,-2.1,0,180,308,14,39,1015.2,,22-12-2020
-1.7,-7.7,4,1,190,159,29.9,61,1012.6,,23-12-2020
0.6,-4,5.1,10.1,150,202,25.2,61,1000.6,,24-12-2020
-9.3,-14.5,-4,4.8,150,344,21.2,54,1003.4,,25-12-2020
-13.3,-15,-11.6,2.4,300,286,9.4,,1007.5,,26-12-2020
-9.5,-13.9,-5,3.8,160,152,12.2,35,1016.6,,27-12-2020
-10.3,-15,-5.5,4.6,240,354,17.9,46,1014,,28-12-2020
-11.2,-15.9,-6.5,0,280,245,11.2,32,1030.5,,29-12-2020
-4.5,-8.6,-0.4,2.5,280,172,21.9,52,1011.3,,30-12-2020
-4.5,-5.6,-3.3,0,300,263,14.1,35,1019.9,,31-12-2020
-3.4,-4.8,-2,0,300,177,11.9,,1025.7,,01-01-2021
-3.9,-5.3,-2.4,0,300,307,11.1,,1016.9,,02-01-2021
-2.9,-4.3,-1.4,0,300,191,13.6,,1015.7,,03-01-2021
-1.7,-3.2,-0.6,0,300,209,17.5,33,1014.8,,04-01-2021
-1.6,-2.5,-0.6,0,300,127,8.3,,1017.2,,05-01-2021
-3.6,-6.2,-0.9,0,300,351,13.7,32,1027.2,,06-01-2021
-10.1,-13.6,-5.9,0,150,13,18.4,34,1032,,07-01-2021
-9.6,-15,-4.1,0,300,10,15.8,42,1027.7,,08-01-2021
-9.7,-12.8,-6.5,0,270,359,12.3,32,1025.9,,09-01-2021
-7.8,-11.7,-3.9,0,270,241,8,,1025.6,,10-01-2021
-3.3,-4.3,-2.2,0,270,230,16.1,41,1018.9,,11-01-2021
-2.6,-4.1,-1.1,0.2,270,211,11.4,,1015.5,,12-01-2021
-0.9,-1.3,-0.5,0,270,213,17.3,37,1006.6,,13-01-2021
-1.4,-2.4,-0.4,0,250,59,10.5,,1009.2,,14-01-2021
-0.1,-1.2,1.1,0.8,200,95,19.8,37,1009.7,,15-01-2021
-3,-5.5,-0.4,4.4,220,22,15.2,42,1000.7,,16-01-2021
-9.8,-13.9,-5.6,0.4,260,340,17.9,37,1003.6,,17-01-2021
-14.8,-18.7,-10.9,0,270,39,10.8,,1011.8,,18-01-2021
-12.4,-18.4,-6.3,0.6,270,5,10,32,1014.5,,19-01-2021
